RIO GRANDE DO SUL;SAO GABRIEL;Penhor ;14
MATO GROSSO DO SUL;PONTA PORA;Reserva de Domínio;98
SANTA CATARINA;URUBICI;Penhor ;35
SERGIPE;MOITA BONITA;Alienação Fiduciária;958
SAO PAULO;EMBU-GUACU;Arrendamento;278
RONDONIA;ROLIM DE MOURA;Reserva de Domínio;672
BAHIA;IBIRAPUA;Arrendamento;14
PERNAMBUCO;PALMEIRINA;Restrição Judical;8
GOIAS;MONTIVIDIU DO NORTE;Restrição Judical;7
RIO GRANDE DO SUL;GUABIJU;Reserva de Domínio;12
PARAIBA;PIANCO;Restrição Judical;10
SANTA CATARINA;CAPAO ALTO;Restrição Beneficiário Tributário;7
RIO GRANDE DO SUL;LINDOLFO COLLOR;Arrendamento;12
SAO PAULO;SANTA ERNESTINA;Arrendamento;7
TOCANTINS;PORTO NACIONAL;Reserva de Domínio;340
PARAIBA;PEDRAS DE FOGO;Reserva de Domínio;19
MINAS GERAIS;BERTOPOLIS;Alienação Fiduciária;141
CEARA;REDENCAO;Restrição por Roubo e Furto;1
PARA;TRAIRAO;Restrição Administrativa;18
GOIAS;TERESINA DE GOIAS;Alienação Fiduciária;151
SAO PAULO;BARRA DO TURVO;Restrição Judical;5
ESPIRITO SANTO;JAGUARE;Arrendamento;47
PARANA;CRUZ MACHADO;Restrição Beneficiário Tributário;12
MINAS GERAIS;PEDRO LEOPOLDO;Penhor ;4
MINAS GERAIS;CAMPO DO MEIO;Restrição Judical;28
MINAS GERAIS;JECEABA;Restrição Judical;5
MINAS GERAIS;ANTONIO PRADO DE MINAS;Alienação Fiduciária;114
AMAZONAS;COARI;Restrição Administrativa;98
MATO GROSSO;PONTE BRANCA;Arrendamento;1
SAO PAULO;EUCLIDES DA CUNHA PAULISTA;Arrendamento;34
BAHIA;ENCRUZILHADA;Restrição Judical;7
RIO GRANDE DO SUL;PANAMBI;Restrição por Roubo e Furto;1
MINAS GERAIS;RIACHO DOS MACHADOS;Arrendamento;3
AMAZONAS;TAPAUA;Restrição Beneficiário Tributário;565
BAHIA;SOBRADINHO;Restrição Judical;8
SANTA CATARINA;SAO PEDRO DE ALCANTARA;Restrição Administrativa;21
BAHIA;ITACARE;Restrição Judical;6
MINAS GERAIS;MATA VERDE;Restrição Administrativa;6
BAHIA;RODELAS;Restrição Judical;2
RIO GRANDE DO SUL;BOM RETIRO DO SUL;Arrendamento;20
MINAS GERAIS;BARRA LONGA;Restrição Judical;5
RIO GRANDE DO SUL;AJURICABA;Penhor ;34
MARANHAO;TIMBIRAS;Alienação Fiduciária;452
RIO GRANDE DO SUL;CRUZALTENSE;Restrição Administrativa;7
PERNAMBUCO;SERRA TALHADA;Arrendamento;89
SAO PAULO;ITANHAEM;Restrição Beneficiário Tributário;266
MARANHAO;ITAPECURU MIRIM;Restrição Administrativa;78
PIAUI;BARRAS;Reserva de Domínio;470
MATO GROSSO DO SUL;INOCENCIA;Restrição Beneficiário Tributário;2
PIAUI;REGENERACAO;Arrendamento;9
SANTA CATARINA;TUBARAO;Restrição Beneficiário Tributário;380
CEARA;UBAJARA;Reserva de Domínio;114
BAHIA;TABOCAS DO BREJO VELHO;Alienação Fiduciária;313
BAHIA;PARATINGA;Arrendamento;8
PARA;PAU D'ARCO;Alienação Fiduciária;773
RIO DE JANEIRO;QUATIS;Restrição Beneficiário Tributário;15
RONDONIA;RIO CRESPO;Restrição Beneficiário Tributário;641
MINAS GERAIS;SAO GONCALO DO RIO ABAIXO;Restrição Beneficiário Tributário;10
MATO GROSSO;COCALINHO;Restrição Judical;2
MINAS GERAIS;MANGA;Reserva de Domínio;71
GOIAS;BALIZA;Alienação Fiduciária;158
MINAS GERAIS;REDUTO;Arrendamento;12
BAHIA;RIO REAL;Reserva de Domínio;148
PERNAMBUCO;MIRANDIBA;Restrição Administrativa;15
RIO DE JANEIRO;RIO CLARO;Restrição Beneficiário Tributário;12
TOCANTINS;JAU DO TOCANTINS;Alienação Fiduciária;175
MINAS GERAIS;PIRAPORA;Arrendamento;46
PARAIBA;SAO BENTO;Reserva de Domínio;144
SANTA CATARINA;BALNEARIO RINCAO;Reserva de Domínio;71
SANTA CATARINA;CAMBORIU;Restrição Beneficiário Tributário;189
PARAIBA;MARI;Arrendamento;31
PIAUI;SOCORRO DO PIAUI;Alienação Fiduciária;171
PIAUI;COIVARAS;Restrição Administrativa;3
PARAIBA;SAO MAMEDE;Restrição Judical;8
RONDONIA;ALTO ALEGRE DOS PARECIS;Reserva de Domínio;29
MINAS GERAIS;CORONEL MURTA;Reserva de Domínio;125
PARA;OUREM;Arrendamento;11
CEARA;JAGUARUANA;Restrição por Roubo e Furto;1
MINAS GERAIS;INDAIABIRA;Reserva de Domínio;57
MATO GROSSO DO SUL;ARAL MOREIRA;Reserva de Domínio;12
SAO PAULO;ARIRANHA;Arrendamento;12
MATO GROSSO;COMODORO;Arrendamento;27
MINAS GERAIS;SANTA FE DE MINAS;Restrição Judical;6
SAO PAULO;TARABAI;Arrendamento;15
PERNAMBUCO;MARAIAL;Reserva de Domínio;18
RIO GRANDE DO SUL;PARECI NOVO;Restrição por Roubo e Furto;1
MINAS GERAIS;INDIANOPOLIS;Reserva de Domínio;3
TOCANTINS;LAGOA DA CONFUSAO;Reserva de Domínio;32
PARANA;SAO JERONIMO DA SERRA;Penhor ;25
SAO PAULO;MACAUBAL;Arrendamento;5
PARA;ANAPU;Reserva de Domínio;50
MATO GROSSO;SANTA TEREZINHA;Arrendamento;3
RORAIMA;NORMANDIA;Restrição Beneficiário Tributário;425
MINAS GERAIS;IBIRACI;Penhor ;36
RIO GRANDE DO NORTE;RAFAEL FERNANDES;Restrição Administrativa;10
SANTA CATARINA;APIUNA;Penhor ;2
PARAIBA;ZABELE;Alienação Fiduciária;51
AMAZONAS;ATALAIA DO NORTE;Restrição Beneficiário Tributário;535
MINAS GERAIS;TURVOLANDIA;Restrição Administrativa;6
MARANHAO;SANTA LUZIA;Restrição Administrativa;57
TOCANTINS;DARCINOPOLIS;Arrendamento;6
PIAUI;AGRICOLANDIA;Reserva de Domínio;44
MINAS GERAIS;SAO GERALDO DA PIEDADE;Reserva de Domínio;5
RONDONIA;PRIMAVERA DE RONDONIA;Reserva de Domínio;5
PARANA;PORTO AMAZONAS;Arrendamento;10
MINAS GERAIS;ATALEIA;Arrendamento;6
MINAS GERAIS;PERIQUITO;Arrendamento;10
MINAS GERAIS;ESTIVA;Reserva de Domínio;8
SAO PAULO;MARIAPOLIS;Arrendamento;7
TOCANTINS;PIUM;Arrendamento;2
SAO PAULO;GUARANI D'OESTE;Arrendamento;1
MINAS GERAIS;ICARAI DE MINAS;Reserva de Domínio;41
MINAS GERAIS;PASSOS;Penhor ;23
PARAIBA;MATO GROSSO;Reserva de Domínio;9
MINAS GERAIS;MONTES CLAROS;Restrição Beneficiário Tributário;220
TOCANTINS;TUPIRAMA;Restrição Judical;1
RIO GRANDE DO NORTE;UMARIZAL;Arrendamento;4
PIAUI;BARRA D'ALCANTARA;Restrição Judical;1
PIAUI;ARRAIAL;Reserva de Domínio;19
CEARA;GRACA;Arrendamento;4
MARANHAO;SAMBAIBA;Restrição Judical;1
MINAS GERAIS;ESPIRITO SANTO DO DOURADO;Penhor ;15
ALAGOAS;CAJUEIRO;Arrendamento;4
PERNAMBUCO;CHA DE ALEGRIA;Reserva de Domínio;4
MINAS GERAIS;DESCOBERTO;Arrendamento;3
MARANHAO;NOVA OLINDA DO MARANHAO;Restrição Administrativa;19
PERNAMBUCO;IGARASSU;Restrição por Roubo e Furto;1
MINAS GERAIS;PEDRA DOURADA;Arrendamento;1
BAHIA;SERRINHA;Penhor ;1
PIAUI;SIGEFREDO PACHECO;Restrição Judical;2
AMAPA;LARANJAL DO JARI;Restrição Beneficiário Tributário;74
MINAS GERAIS;SAO TIAGO;Arrendamento;1
MARANHAO;CANDIDO MENDES;Arrendamento;2
CEARA;COREAU;Arrendamento;2
MINAS GERAIS;GUANHAES;Penhor ;31
RIO GRANDE DO NORTE;GOIANINHA;Penhor ;2
RIO GRANDE DO SUL;TUPANDI;Penhor ;1
PARANA;NOVA SANTA BARBARA;Penhor ;7
MARANHAO;OLHO D'AGUA DAS CUNHAS;Arrendamento;1
GOIAS;AGUA LIMPA;Arrendamento;3
MINAS GERAIS;SANTA CRUZ DE SALINAS;Restrição Beneficiário Tributário;2
PARANA;PORTO VITORIA;Penhor ;9
MINAS GERAIS;PEDRALVA;Restrição Beneficiário Tributário;3
SANTA CATARINA;PEDRAS GRANDES;Penhor ;5
MINAS GERAIS;JOAQUIM FELICIO;Penhor ;2
GOIAS;PIRANHAS;Restrição Beneficiário Tributário;113
GOIAS;GOIAS;Penhor ;2
SAO PAULO;DRACENA;Restrição Beneficiário Tributário;385
SAO PAULO;BARRA DO CHAPEU;Penhor ;1
SANTA CATARINA;DIONISIO CERQUEIRA;Penhor ;6
SERGIPE;PINHAO;Restrição Beneficiário Tributário;1
PIAUI;ITAINOPOLIS;Restrição Judical;2
BAHIA;MANOEL VITORINO;Restrição Beneficiário Tributário;2
PARAIBA;SAO SEBASTIAO DE LAGOA DE ROCA;Penhor ;12
MINAS GERAIS;PASSABEM;Penhor ;1
MINAS GERAIS;PAINEIRAS;Penhor ;5
SAO PAULO;IGARACU DO TIETE;Penhor ;1
GOIAS;SAO JOAO DA PARAUNA;Restrição Beneficiário Tributário;22
BAHIA;SERRA DO RAMALHO;Restrição Beneficiário Tributário;1
MINAS GERAIS;SAO GERALDO;Restrição Beneficiário Tributário;5
MINAS GERAIS;LIMA DUARTE;Restrição Beneficiário Tributário;2
MARANHAO;FORTALEZA DOS NOGUEIRAS;Restrição Beneficiário Tributário;20
MINAS GERAIS;BUENO BRANDAO;Restrição Beneficiário Tributário;4
RIO GRANDE DO SUL;MONTE ALEGRE DOS CAMPOS;Arrendamento;1
SERGIPE;CANHOBA;Restrição Beneficiário Tributário;2
SAO PAULO;ORIENTE;Penhor ;1
MATO GROSSO;POCONE;Penhor ;1
SANTA CATARINA;IPUACU;Restrição Beneficiário Tributário;10
SAO PAULO;CARDOSO;Restrição Beneficiário Tributário;68
MINAS GERAIS;SENADOR CORTES;Restrição Beneficiário Tributário;3
RIO GRANDE DO SUL;CRUZ ALTA;Restrição Beneficiário Tributário;34
SAO PAULO;SAO LUIZ DO PARAITINGA;Restrição Beneficiário Tributário;8
RIO GRANDE DO SUL;ARROIO GRANDE;Restrição Beneficiário Tributário;19
RIO GRANDE DO SUL;TUPANCIRETA;Restrição Beneficiário Tributário;11
SANTA CATARINA;CAMPO ERE;Restrição Beneficiário Tributário;4
RIO GRANDE DO SUL;SAO VALENTIM;Restrição Beneficiário Tributário;10
MARANHAO;GOVERNADOR EUGENIO BARROS;Restrição Beneficiário Tributário;4
BAHIA;TEOFILANDIA;Restrição Beneficiário Tributário;1
SERGIPE;RIACHAO DO DANTAS;Restrição Beneficiário Tributário;2
RIO GRANDE DO SUL;GRAMADO XAVIER;Restrição Beneficiário Tributário;7
SAO PAULO;RIBEIRAO GRANDE;Restrição Beneficiário Tributário;2
MATO GROSSO;SAO JOSE DO POVO;Restrição Beneficiário Tributário;2
MINAS GERAIS;RIO PARDO DE MINAS;Restrição Beneficiário Tributário;1
RIO GRANDE DO SUL;CERRO GRANDE;Restrição Beneficiário Tributário;3
MARANHAO;SAO PEDRO DOS CRENTES;Restrição Beneficiário Tributário;3
PARA;ULIANOPOLIS;Restrição Beneficiário Tributário;1
SAO PAULO;RIO CLARO;Restrição Judical;2206
MINAS GERAIS;POCOS DE CALDAS;Sem Restrição;119743
GOIAS;GOIANESIA;Sem Restrição;51505
ALAGOAS;SAO MIGUEL DOS CAMPOS;Sem Restrição;17631
SAO PAULO;IRACEMAPOLIS;Sem Restrição;17437
RIO DE JANEIRO;VASSOURAS;Sem Restrição;17507
MINAS GERAIS;SACRAMENTO;Sem Restrição;18399
SANTA CATARINA;PONTE SERRADA;Restrição Administrativa;147
PARAIBA;BAYEUX;Sem Restrição;33890
RIO GRANDE DO SUL;COLINAS;Alienação Fiduciária;512
SAO PAULO;CAJURU;Sem Restrição;17363
GOIAS;PIRANHAS;Restrição Administrativa;763
BAHIA;EUNAPOLIS;Sem Restrição;55432
SERGIPE;SAO CRISTOVAO;Sem Restrição;28720
GOIAS;ARACU;Sem Restrição;2358
SANTA CATARINA;ITAPEMA;Sem Restrição;54550
ACRE;PORTO ACRE;Sem Restrição;4413
MINAS GERAIS;CONTAGEM;Restrição Administrativa;2329
GOIAS;CAIAPONIA;Sem Restrição;9993
SAO PAULO;CACHOEIRA PAULISTA;Alienação Fiduciária;2903
BAHIA;VITORIA DA CONQUISTA;Sem Restrição;166954
RIO GRANDE DO SUL;PASSO FUNDO;Alienação Fiduciária;49177
RIO DE JANEIRO;ITAOCARA;Sem Restrição;15819
BAHIA;CAPELA DO ALTO ALEGRE;Sem Restrição;2964
MINAS GERAIS;PRESIDENTE OLEGARIO;Sem Restrição;10631
SAO PAULO;RIO CLARO;Restrição Administrativa;18915
PARANA;ANDIRA;Sem Restrição;15214
PARAIBA;GUARABIRA;Restrição Administrativa;585
PIAUI;UNIAO;Sem Restrição;12735
SANTA CATARINA;JARAGUA DO SUL;Alienação Fiduciária;49723
SAO PAULO;BERTIOGA;Restrição Administrativa;2656
TOCANTINS;PEDRO AFONSO;Sem Restrição;7771
SAO PAULO;GUARA;Sem Restrição;11101
ALAGOAS;MAJOR ISIDORO;Sem Restrição;4032
SANTA CATARINA;SAO LUDGERO;Sem Restrição;11632
SAO PAULO;CAJAMAR;Alienação Fiduciária;11841
CEARA;QUIXERE;Sem Restrição;10802
MINAS GERAIS;NOVA SERRANA;Sem Restrição;55432
SAO PAULO;IGUAPE;Sem Restrição;12016
SAO PAULO;ESPIRITO SANTO DO TURVO;Alienação Fiduciária;456
SAO PAULO;ESPIRITO SANTO DO PINHAL;Sem Restrição;32192
MINAS GERAIS;GUARACIAMA;Sem Restrição;2560
SAO PAULO;COLINA;Restrição Judical;121
MINAS GERAIS;SAO JOAO DA PONTE;Sem Restrição;7400
MATO GROSSO DO SUL;RIO BRILHANTE;Restrição Judical;72
RIO DE JANEIRO;QUATIS;Sem Restrição;4800
PARA;CONCEICAO DO ARAGUAIA;Sem Restrição;20723
SANTA CATARINA;PONTE SERRADA;Alienação Fiduciária;2501
SAO PAULO;PERUIBE;Restrição Judical;358
RIO GRANDE DO SUL;CACAPAVA DO SUL;Restrição Administrativa;197
RIO GRANDE DO SUL;CRUZ ALTA;Restrição Administrativa;449
CEARA;MORRINHOS;Sem Restrição;6052
PARANA;PALOTINA;Alienação Fiduciária;7785
BAHIA;RIACHO DE SANTANA;Sem Restrição;7778
MINAS GERAIS;SANTANA DO DESERTO;Sem Restrição;1876
RIO GRANDE DO SUL;BENTO GONCALVES;Reserva de Domínio;2641
SANTA CATARINA;LAURO MULLER;Alienação Fiduciária;5434
PARANA;TAMBOARA;Sem Restrição;3404
CEARA;FARIAS BRITO;Sem Restrição;5125
GOIAS;SENADOR CANEDO;Restrição Judical;436
MINAS GERAIS;ESMERALDAS;Alienação Fiduciária;6911
MINAS GERAIS;SAO FRANCISCO;Restrição Judical;99
ESPIRITO SANTO;SOORETAMA;Restrição Judical;39
TOCANTINS;SANDOLANDIA;Sem Restrição;1347
SAO PAULO;ARCO-IRIS;Sem Restrição;1090
ESPIRITO SANTO;RIO NOVO DO SUL;Restrição Administrativa;181
RIO DE JANEIRO;BOM JARDIM;Alienação Fiduciária;2215
RONDONIA;PIMENTA BUENO;Restrição Administrativa;797
PARA;BELEM;Reserva de Domínio;2249
SAO PAULO;SAO SIMAO;Alienação Fiduciária;1756
SAO PAULO;PALESTINA;Restrição Administrativa;331
SAO PAULO;IPIGUA;Restrição Administrativa;136
SANTA CATARINA;BELMONTE;Alienação Fiduciária;575
BAHIA;GOVERNADOR MANGABEIRA;Restrição Judical;5
PARANA;QUITANDINHA;Restrição Judical;70
CEARA;IPAPORANGA;Sem Restrição;4229
GOIAS;IVOLANDIA;Sem Restrição;850
SAO PAULO;GUAPIACU;Alienação Fiduciária;2603
MARANHAO;CHAPADINHA;Alienação Fiduciária;3327
PARANA;ASSIS CHATEAUBRIAND;Restrição Judical;313
SAO PAULO;SAO BENTO DO SAPUCAI;Restrição Administrativa;316
RIO GRANDE DO SUL;PICADA CAFE;Reserva de Domínio;91
ESPIRITO SANTO;MARATAIZES;Restrição Judical;166
PARANA;CORNELIO PROCOPIO;Restrição Judical;759
ESPIRITO SANTO;IBIRACU;Alienação Fiduciária;1815
SANTA CATARINA;IRANI;Restrição Judical;35
SAO PAULO;SANTA GERTRUDES;Reserva de Domínio;67
SAO PAULO;GALIA;Restrição Administrativa;276
MINAS GERAIS;CABECEIRA GRANDE;Sem Restrição;1312
PARAIBA;RIACHO DOS CAVALOS;Sem Restrição;2296
GOIAS;CAMPOS VERDES;Alienação Fiduciária;355
MINAS GERAIS;FRUTAL;Reserva de Domínio;335
SAO PAULO;CAPIVARI;Arrendamento;360
PARA;BELEM;Restrição Beneficiário Tributário;1491
PARANA;PEROLA;Reserva de Domínio;48
PARAIBA;CONDADO;Alienação Fiduciária;485
CEARA;LIMOEIRO DO NORTE;Alienação Fiduciária;7810
SAO PAULO;RIVERSUL;Restrição Administrativa;149
GOIAS;NOVO PLANALTO;Restrição Judical;9
BAHIA;ITAMARAJU;Restrição Administrativa;239
SAO PAULO;TAIACU;Restrição Administrativa;254
BAHIA;TAPIRAMUTA;Restrição Administrativa;3
PARANA;TAPEJARA;Arrendamento;17
MARANHAO;SAO FRANCISCO DO BREJAO;Sem Restrição;2164
MINAS GERAIS;MATO VERDE;Alienação Fiduciária;645
MATO GROSSO;SERRA NOVA DOURADA;Sem Restrição;360
RIO GRANDE DO NORTE;SAO JOSE DO CAMPESTRE;Alienação Fiduciária;626
PERNAMBUCO;CABO DE SANTO AGOSTINHO;Arrendamento;846
BAHIA;BONINAL;Restrição Administrativa;5
RIO GRANDE DO SUL;CAMPOS BORGES;Reserva de Domínio;92
PARANA;MANFRINOPOLIS;Restrição Judical;12
RIO GRANDE DO SUL;BOZANO;Alienação Fiduciária;347
PARANA;TAPIRA;Restrição Administrativa;34
PARANA;ANTONINA;Restrição Administrativa;60
PARAIBA;POMBAL;Restrição Administrativa;336
MARANHAO;MIRINZAL;Sem Restrição;2634
SANTA CATARINA;SAO PEDRO DE ALCANTARA;Alienação Fiduciária;1003
RIO GRANDE DO SUL;SAO LEOPOLDO;Restrição por Roubo e Furto;44
MATO GROSSO;NOVO MUNDO;Alienação Fiduciária;1427
PARAIBA;COREMAS;Alienação Fiduciária;1196
GOIAS;PALMEIRAS DE GOIAS;Restrição Judical;133
AMAZONAS;CAAPIRANGA;Sem Restrição;336
MINAS GERAIS;LAGOA GRANDE;Restrição Judical;16
MINAS GERAIS;ITAMBACURI;Restrição Judical;33
PARAIBA;ASSUNCAO;Restrição Administrativa;22
RIO GRANDE DO SUL;IBIRAIARAS;Restrição Administrativa;51
ESPIRITO SANTO;SAO ROQUE DO CANAA;Penhor ;35
MARANHAO;SAO ROBERTO;Sem Restrição;1301
RIO GRANDE DO SUL;SAO SEBASTIAO DO CAI;Arrendamento;71
PARANA;DOURADINA;Restrição Administrativa;43
CEARA;QUIXADA;Reserva de Domínio;335
PARANA;AGUDOS DO SUL;Restrição Judical;50
MINAS GERAIS;TAPIRAI;Restrição Administrativa;2
RIO GRANDE DO SUL;GUABIJU;Alienação Fiduciária;205
MATO GROSSO;ARIPUANA;Restrição Administrativa;30
BAHIA;BRUMADO;Arrendamento;87
PERNAMBUCO;AFOGADOS DA INGAZEIRA;Reserva de Domínio;103
PARANA;RIO NEGRO;Restrição Beneficiário Tributário;138
PERNAMBUCO;PARANATAMA;Restrição Administrativa;16
MINAS GERAIS;JECEABA;Alienação Fiduciária;374
MINAS GERAIS;SAO MIGUEL DO ANTA;Restrição Judical;6
SAO PAULO;CANANEIA;Restrição Judical;25
PARANA;TAMBOARA;Restrição Administrativa;39
SAO PAULO;BORBOREMA;Reserva de Domínio;44
TOCANTINS;ARAGUAINA;Reserva de Domínio;801
MINAS GERAIS;URUCUIA;Restrição Judical;13
AMAZONAS;SAO GABRIEL DA CACHOEIRA;Alienação Fiduciária;1364
SAO PAULO;SANDOVALINA;Reserva de Domínio;4
MINAS GERAIS;SANTANA DO JACARE;Penhor ;10
MINAS GERAIS;CONEGO MARINHO;Restrição Judical;8
MINAS GERAIS;SANTO ANTONIO DO ITAMBE;Alienação Fiduciária;151
AMAZONAS;SAO PAULO DE OLIVENCA;Sem Restrição;1447
MINAS GERAIS;MORRO DA GARCA;Alienação Fiduciária;184
SAO PAULO;ORIENTE;Restrição Judical;19
BAHIA;WENCESLAU GUIMARAES;Restrição Judical;8
SAO PAULO;MARINOPOLIS;Alienação Fiduciária;123
SANTA CATARINA;BRACO DO NORTE;Arrendamento;81
RIO DE JANEIRO;PORTO REAL;Arrendamento;215
MINAS GERAIS;ITUTINGA;Restrição Administrativa;9
PERNAMBUCO;AGRESTINA;Restrição Judical;21
SAO PAULO;RANCHARIA;Arrendamento;78
GOIAS;ARENOPOLIS;Restrição Judical;3
PARAIBA;AREIA;Restrição Beneficiário Tributário;385
MINAS GERAIS;AIURUOCA;Arrendamento;3
GOIAS;FORMOSA;Arrendamento;1352
MINAS GERAIS;SAO SEBASTIAO DO RIO PRETO;Restrição Administrativa;2
RIO GRANDE DO SUL;RODEIO BONITO;Arrendamento;28
PARANA;UNIFLOR;Reserva de Domínio;6
TOCANTINS;PUGMIL;Alienação Fiduciária;188
MINAS GERAIS;CACHOEIRA DOURADA;Restrição Judical;17
MINAS GERAIS;FERVEDOURO;Restrição Administrativa;30
PERNAMBUCO;TRINDADE;Reserva de Domínio;500
RIO DE JANEIRO;MIGUEL PEREIRA;Restrição Beneficiário Tributário;64
MINAS GERAIS;SAO JOSE DO MANTIMENTO;Restrição Judical;1
MINAS GERAIS;BALDIM;Restrição Judical;29
MINAS GERAIS;CARVALHOPOLIS;Restrição Administrativa;8
MATO GROSSO DO SUL;GUIA LOPES DA LAGUNA;Restrição Judical;18
SAO PAULO;CAMPOS DO JORDAO;Arrendamento;246
MINAS GERAIS;BOM JARDIM DE MINAS;Alienação Fiduciária;465
MINAS GERAIS;DESCOBERTO;Reserva de Domínio;4
MINAS GERAIS;CAIANA;Restrição Judical;2
MINAS GERAIS;JOSE GONCALVES DE MINAS;Alienação Fiduciária;166
PERNAMBUCO;VERTENTES;Arrendamento;14
MATO GROSSO DO SUL;SETE QUEDAS;Restrição Judical;20
BAHIA;RIACHAO DAS NEVES;Restrição Judical;2
MINAS GERAIS;TOCANTINS;Penhor ;34
RONDONIA;ARIQUEMES;Arrendamento;254
RONDONIA;ROLIM DE MOURA;Restrição por Roubo e Furto;5
MINAS GERAIS;ITAMARATI DE MINAS;Restrição Administrativa;3
PARA;MEDICILANDIA;Restrição Beneficiário Tributário;4
RIO GRANDE DO SUL;SAO MARCOS;Penhor ;19
SANTA CATARINA;BOM RETIRO;Penhor ;17
CEARA;SABOEIRO;Reserva de Domínio;117
PARA;SAO SEBASTIAO DA BOA VISTA;Sem Restrição;599
MINAS GERAIS;MORRO DA GARCA;Restrição Judical;2
ALAGOAS;JEQUIA DA PRAIA;Arrendamento;2
PARANA;ITAMBARACA;Arrendamento;9
RIO GRANDE DO NORTE;BENTO FERNANDES;Restrição Administrativa;13
MINAS GERAIS;MARIA DA FE;Arrendamento;8
MINAS GERAIS;PATROCINIO DO MURIAE;Arrendamento;16
BAHIA;LAJEDAO;Alienação Fiduciária;351
MINAS GERAIS;CAIANA;Arrendamento;5
RIO GRANDE DO SUL;ARROIO DOS RATOS;Penhor ;1
TOCANTINS;MAURILANDIA DO TOCANTINS;Alienação Fiduciária;108
MINAS GERAIS;CASSIA;Arrendamento;17
SANTA CATARINA;BALNEARIO CAMBORIU;Penhor ;4
ALAGOAS;SANTANA DO IPANEMA;Arrendamento;10
RIO GRANDE DO SUL;VENANCIO AIRES;Restrição por Roubo e Furto;8
PERNAMBUCO;CAPOEIRAS;Reserva de Domínio;5
RIO DE JANEIRO;QUISSAMA;Reserva de Domínio;22
CEARA;ANTONINA DO NORTE;Reserva de Domínio;7
MINAS GERAIS;SANTANA DE CATAGUASES;Arrendamento;5
SERGIPE;NOSSA SENHORA APARECIDA;Restrição Judical;6
MINAS GERAIS;DIONISIO;Arrendamento;2
SANTA CATARINA;PAINEL;Restrição Judical;1
ESPIRITO SANTO;MONTANHA;Reserva de Domínio;143
RIO GRANDE DO SUL;JABOTICABA;Penhor ;2
MINAS GERAIS;SAO BENTO ABADE;Penhor ;7
SERGIPE;BOQUIM;Arrendamento;13
MINAS GERAIS;SAO JOSE DO DIVINO;Alienação Fiduciária;130
ACRE;FEIJO;Restrição Beneficiário Tributário;2828
BAHIA;GLORIA;Arrendamento;5
PARAIBA;AGUA BRANCA;Alienação Fiduciária;168
CEARA;SAO GONCALO DO AMARANTE;Reserva de Domínio;17
RIO DE JANEIRO;SAO SEBASTIAO DO ALTO;Arrendamento;45
PARANA;IPIRANGA;Arrendamento;9
RIO GRANDE DO SUL;SANTO ANTONIO DA PATRULHA;Restrição por Roubo e Furto;4
MATO GROSSO DO SUL;SONORA;Reserva de Domínio;20
PARAIBA;PUXINANA;Reserva de Domínio;12
PERNAMBUCO;BONITO;Reserva de Domínio;29
TOCANTINS;GUARAI;Arrendamento;15
SANTA CATARINA;BRUSQUE;Penhor ;7
RIO DE JANEIRO;LAJE DO MURIAE;Reserva de Domínio;4
PARAIBA;SOBRADO;Restrição Beneficiário Tributário;222
PARANA;ARARUNA;Penhor ;26
MINAS GERAIS;SANTA MARGARIDA;Arrendamento;7
SAO PAULO;MAUA;Penhor ;2
PARANA;MARUMBI;Restrição Beneficiário Tributário;61
PARA;NOVA IPIXUNA;Restrição Judical;18
PARAIBA;BREJO DO CRUZ;Arrendamento;11
PIAUI;CRISTINO CASTRO;Reserva de Domínio;38
MINAS GERAIS;PINTOPOLIS;Restrição Administrativa;8
PIAUI;ANISIO DE ABREU;Restrição Administrativa;4
TOCANTINS;NOVO ACORDO;Reserva de Domínio;11
BAHIA;PIRAI DO NORTE;Restrição Judical;1
MINAS GERAIS;SAO PEDRO DO SUACUI;Reserva de Domínio;17
PARA;BAGRE;Sem Restrição;277
RONDONIA;SERINGUEIRAS;Arrendamento;5
PARAIBA;RIACHO DOS CAVALOS;Restrição Administrativa;9
RIO GRANDE DO NORTE;MAJOR SALES;Restrição Administrativa;3
MINAS GERAIS;SAO JOAO DO MANHUACU;Reserva de Domínio;15
PARA;SALVATERRA;Restrição Administrativa;3
PARAIBA;SAO VICENTE DO SERIDO;Restrição Beneficiário Tributário;6
BAHIA;TEIXEIRA DE FREITAS;Restrição Beneficiário Tributário;31
PIAUI;CAMPO LARGO DO PIAUI;Alienação Fiduciária;173
MINAS GERAIS;SERITINGA;Arrendamento;2
PIAUI;CAJUEIRO DA PRAIA;Arrendamento;3
ACRE;SANTA ROSA DO PURUS;Restrição Administrativa;3
RIO GRANDE DO SUL;CRUZALTENSE;Reserva de Domínio;8
RIO GRANDE DO NORTE;GALINHOS;Restrição Judical;4
RIO GRANDE DO SUL;SAO JOAO DO POLESINE;Penhor ;9
MINAS GERAIS;NOVA BELEM;Restrição Administrativa;2
MINAS GERAIS;ESTRELA DALVA;Arrendamento;3
CEARA;PARAMBU;Arrendamento;6
MINAS GERAIS;ARAPUA;Arrendamento;1
MINAS GERAIS;FUNILANDIA;Reserva de Domínio;4
MARANHAO;BARAO DE GRAJAU;Restrição Administrativa;17
MINAS GERAIS;SENADOR CORTES;Penhor ;4
GOIAS;ITAJA;Reserva de Domínio;5
MINAS GERAIS;POMPEU;Penhor ;4
